source	target	pvalue	threshold
FLATMAN	JOLT/HALLIE TAKAHAMA/HALLIE SHIMOSATO 	8.791894704886122e-08	9.353937879385205e-06
DOORMAN	JOLT/HALLIE TAKAHAMA/HALLIE SHIMOSATO 	8.791894704886122e-08	9.354413664628309e-06
COBRA/KLAUS VORHEES	REDWING	8.806387009048177e-08	9.35488944987141e-06
CHAMBER/JONOTHON STARSMORE	DIRT NAP	8.84941826578013e-08	9.35536523511451e-06
DIRT NAP	HUSK/PAIGE GUTHRIE	8.84941826578013e-08	9.355841020357613e-06
SPIDER-WOMAN II/JULIA CARPENTER	TIGRA/GREER NELSON	8.860577939417372e-08	9.356316805600716e-06
GAUNTLET	STRYFE	8.88805336473531e-08	9.356792590843817e-06
COCKRUM, DAVE	PROFESSOR X/CHARLES FRANCIS XAVIER 	8.891994601283594e-08	9.35726837608692e-06
PROFESSOR X/CHARLES FRANCIS XAVIER 	SPUNJE	8.891994601283594e-08	9.357744161330022e-06
NEOPHYTE/	PROFESSOR X/CHARLES FRANCIS XAVIER 	8.891994601283594e-08	9.358219946573123e-06
MELLENCAMP	PROFESSOR X/CHARLES FRANCIS XAVIER 	8.891994601283594e-08	9.358695731816226e-06
PROFESSOR X/CHARLES FRANCIS XAVIER 	ROBINSON, LUCY	8.891994601283594e-08	9.359171517059327e-06
PROFESSOR X/CHARLES FRANCIS XAVIER 	VINDALOO/	8.891994601283594e-08	9.35964730230243e-06
PROFESSOR X/CHARLES FRANCIS XAVIER 	R'TEE	8.891994601283594e-08	9.360123087545532e-06
KATH	PROFESSOR X/CHARLES FRANCIS XAVIER 	8.891994601283594e-08	9.360598872788633e-06
ENTITY	PROFESSOR X/CHARLES FRANCIS XAVIER 	8.891994601283594e-08	9.361074658031736e-06
NURO	PROFESSOR X/CHARLES FRANCIS XAVIER 	8.891994601283594e-08	9.361550443274837e-06
KRUEGER	PROFESSOR X/CHARLES FRANCIS XAVIER 	8.891994601283594e-08	9.36202622851794e-06
DR. STRANGE/STEPHEN STRANGE	VALKYRIE IV	8.915781283121169e-08	9.362502013761042e-06
FIELSTEIN, FIREWORKS	ULIK	8.92549386639572e-08	9.362977799004143e-06
JESTER/JONATHAN POWERS	NELSON, DEBBIE HARRIS	8.92549386639572e-08	9.363453584247246e-06
JACKAL/MILES WARREN	STACY, CAPT. GEORGE	8.939580589425453e-08	9.363929369490347e-06
CITIZEN V III/DALLAS RIORDAN	STERMAN, ANDREA ANDIE	8.973809783872171e-08	9.36440515473345e-06
PROFESSOR X/CHARLES FRANCIS XAVIER 	THUNDERBIRD/JOHN PROUDSTAR	9.000263107163268e-08	9.364880939976552e-06
LANG, CASSANDRA CASSIE	SUB-MARINER/NAMOR MACKENZIE	9.006971368563541e-08	9.365356725219653e-06
DARKHAWK/CHRIS POWELL	MOONDRAGON/HEATHER DOUGLAS	9.008844500776286e-08	9.365832510462756e-06
MACHINE MAN/X-51	SOLE, MAJOR REMINGTON	9.010623484954083e-08	9.366308295705859e-06
DEATHLOK IV	MACHINE MAN/X-51	9.010623484954083e-08	9.36678408094896e-06
KARMA/XI'AN COY MANH	TARGET	9.010623484954083e-08	9.36725986619206e-06
MACHINE MAN/X-51	MECHADOOM	9.010623484954083e-08	9.367735651435165e-06
BULLDOZER/HENRY CAMP	ROGUE /	9.026945164464043e-08	9.368211436678266e-06
BRAIN DRAIN/WERNER SCHMIDT	GOBLYN	9.053886974498393e-08	9.368687221921367e-06
BARRAGE	JONES, CHARLOTTE	9.053886974498393e-08	9.36916300716447e-06
ARCADE/	MASTERMIND IV/MARTINIQUE JASON	9.053886974498393e-08	9.369638792407572e-06
KINCAID, DR. KEITH	OLSON, MRS.	9.053886974498393e-08	9.370114577650673e-06
CHANG, IMEI	MEPHISTA	9.053886974498393e-08	9.370590362893776e-06
HULK/DR. ROBERT BRUCE BANNER 	WONG	9.070123586384448e-08	9.371066148136878e-06
COHEN, IZZY	DUGAN, TIMOTHY ALOYISIOUS DUM DUM	9.07216549254627e-08	9.37154193337998e-06
MASTER PANDEMONIUM/MARTIN PRESTON	TIGRA/GREER NELSON	9.090420875233282e-08	9.372017718623082e-06
MACHINE MAN/X-51	QUASAR III/WENDELL VAUGHAN	9.111797460127372e-08	9.372493503866183e-06
ROUGHHOUSE	SPIDER-WOMAN/JESSICA DREW	9.141408238316912e-08	9.372969289109286e-06
CITIZEN V II/HELMUT ZEMO	IRON CROSS/HELMUT GRULER	9.150983012859353e-08	9.373445074352387e-06
BEAST/HENRY &HANK& P. MCCOY 	MAGUS	9.198162133156455e-08	9.37392085959549e-06
HOGARTH, JERYN	MEACHUM, JOY	9.206193630330662e-08	9.374396644838592e-06
KRISTA	TANA NILE	9.206193630330662e-08	9.374872430081693e-06
STACY, ARTHUR	URICH, BEN	9.239521253108535e-08	9.375348215324796e-06
HUXLEY, DR. ALDA	ROGUE /	9.267825513285592e-08	9.375824000567897e-06
LADY LARK/LINDA LEWIS	QUASAR III/WENDELL VAUGHAN	9.28042422226555e-08	9.376299785811e-06
CHENEY, LILA	MIRAGE II/DANIELLE MOONSTAR 	9.28042422226555e-08	9.376775571054102e-06
GREY, ELAINE	LONGSHOT	9.28395325124975e-08	9.377251356297203e-06
CAPTAIN BRITAIN/BRIAN BRADDOCK	SHAMROCK/MOLLY FITZGERALD	9.290869354950541e-08	9.377727141540305e-06
BRUTE/REED RICHARDS COUNTER-EARTH	INVISIBLE WOMAN/SUE STORM RICHARDS 	9.292921492606344e-08	9.378202926783408e-06
BRIGHTWIND	SKIDS/SALLY BLEVINS	9.296460836083815e-08	9.378678712026509e-06
DIRT NAP	SKIN/ANGELO ESPINOSA	9.312862891089504e-08	9.379154497269612e-06
JUSTICE II/VANCE ASTROVIK 	SWORDSMAN III/PHILIP JARVERT	9.33236931544136e-08	9.379630282512714e-06
BLAKE, BECKY	LAVENDER, MAXINE	9.33395028463705e-08	9.380106067755815e-06
CASE, COL. PRESTON	DESTROYER III	9.33395028463705e-08	9.380581852998916e-06
PIERCE, ALEXANDER GOODWIN	SALTZ/	9.33395028463705e-08	9.38105763824202e-06
MASTERS, DR. AUGUST	OVERMIND/GROM	9.365491505000942e-08	9.381533423485122e-06
PARIS	SHORR, JACQUELINE	9.365491505000942e-08	9.382009208728223e-06
NIGHT RIDER III/HAMILTON SLADE	RED WOLF III/WILL TALLTREES	9.365491505000942e-08	9.382484993971325e-06
RASSITANO, MAD DOG	UROC	9.365491505000942e-08	9.382960779214428e-06
BERNSTEIN, DR. NOAH	HAMILTON, MICKY	9.365491505000942e-08	9.383436564457529e-06
ARCLIGHT/PHILLIPA SONTAG	BLOODLUST	9.365491505000942e-08	9.383912349700632e-06
ARCLIGHT/PHILLIPA SONTAG	STEEL WIND	9.365491505000942e-08	9.384388134943734e-06
IRONCLAD	SHORR, JACQUELINE	9.365491505000942e-08	9.384863920186835e-06
GALACTUS/GALAN	SPIDER-WOMAN II/JULIA CARPENTER	9.396499869414967e-08	9.385339705429936e-06
LELAND, HARRY	MASTERMIND/JASON WYNGARDE	9.397224598582379e-08	9.385815490673039e-06
MADAME MASQUE III	SAXON, STARR	9.397224598582379e-08	9.386291275916142e-06
FORGE	LOCKLIN, GENERAL MERRIWETHER	9.400967523780166e-08	9.386767061159243e-06
MR. FANTASTIC/REED RICHARDS 	PUPPY	9.42084316131355e-08	9.387242846402345e-06
JANUS	MR. FANTASTIC/REED RICHARDS 	9.42084316131355e-08	9.387718631645448e-06
ANT-MAN/DR. HENRY J. PYM	INVISIBLE WOMAN/SUE STORM RICHARDS 	9.42502215915638e-08	9.388194416888549e-06
IKARIS/IKE HARRIS [ETERNAL]	NEZARR	9.436544183395395e-08	9.388670202131651e-06
FOREARM	MIRAGE II/DANIELLE MOONSTAR 	9.43713962471108e-08	9.389145987374752e-06
HALLER, GABRIELLE	MIRAGE II/DANIELLE MOONSTAR 	9.43713962471108e-08	9.389621772617855e-06
MOCKINGBIRD/DR. BARBARA BOBBI MORSE/HUNTRESS	NEWMARK, LOTUS	9.43713962471108e-08	9.390097557860958e-06
MIRAGE II/DANIELLE MOONSTAR 	SIKORSKY	9.43713962471108e-08	9.390573343104059e-06
JONES, RICHARD MILHOUSE RICK	MAHA YOGI	9.440606024415067e-08	9.391049128347161e-06
MIDNIGHT'S FIRE/	NELSON, FRANKLIN FOGGY	9.457941771521904e-08	9.391524913590264e-06
BETA RAY BILL	HIGH EVOLUTIONARY/HERBERT EDGAR WYNDHAM	9.463017180844425e-08	9.392000698833365e-06
BOOMER/TABITHA SMITH	MYSTIQUE/RAVEN DARKHOLME/MALLORY BRICKMAN/B. BYRON BIGGS/RONNIE	9.473975287003429e-08	9.392476484076468e-06
BEACH, GINGER	RAMPAGE/STUART CLARKE	9.474036342175919e-08	9.39295226931957e-06
BEACH, SPIDER	RAMPAGE/STUART CLARKE	9.474036342175919e-08	9.393428054562671e-06
GIBBON/MARTIN BLANK	KRAVEN THE HUNTER II/ALYOSHA KRAVINOV PPTSS 245	9.474036342175919e-08	9.393903839805772e-06
CYCLONE II/PIERRE FRESSON	MAN-APE/M'BAKU	9.474036342175919e-08	9.394379625048877e-06
BLIZZARD II/DONALD GILL	GHOST	9.474036342175919e-08	9.394855410291978e-06
BADALAMENTE, JESUS	COLLINS, NICK	9.474036342175919e-08	9.395331195535079e-06
CLEA	DEVIL-SLAYER/ERIC SIMON PAYNE	9.474095984556959e-08	9.395806980778181e-06
DARK HUNTER	LEECH	9.484866826267454e-08	9.396282766021284e-06
LEECH	TIMMONS	9.484866826267454e-08	9.396758551264385e-06
CAPTAIN MARVEL/CAPTAIN MAR-VELL [KREE]	QUICKSILVER/PIETRO MAXIMOFF	9.499469417809495e-08	9.397234336507486e-06
GLADIATOR II	NIGHTCRAWLER/KURT WAGNER 	9.535121370993709e-08	9.39771012175059e-06
JONES, GABE	NETWORK NINA	9.540975331448648e-08	9.398185906993691e-06
FROST, ADRIENNE	M	9.55166890314641e-08	9.398661692236792e-06
COACHWHIP	MISTER HYDE/CALVIN ZABO	9.55166890314641e-08	9.399137477479895e-06
HAIRBAG/SUGGS	WOLFSBANE/RAHNE SINCLAIR	9.566911378583838e-08	9.399613262722997e-06
CHALKER, PROF. VIC	WOLFSBANE/RAHNE SINCLAIR	9.566911378583838e-08	9.400089047966098e-06
RA'AL	WOLFSBANE/RAHNE SINCLAIR	9.566911378583838e-08	9.400564833209201e-06
BARAK	WOLFSBANE/RAHNE SINCLAIR	9.566911378583838e-08	9.401040618452304e-06
A'YIN	WOLFSBANE/RAHNE SINCLAIR	9.566911378583838e-08	9.401516403695405e-06
RICOCHET/SEN. STEVEN SHAFFRAN	WOLFSBANE/RAHNE SINCLAIR	9.566911378583838e-08	9.401992188938507e-06
DAHN, FARNOQ	WOLFSBANE/RAHNE SINCLAIR	9.566911378583838e-08	9.402467974181608e-06
HULK DOPPELGANGER II	MOONDRAGON/HEATHER DOUGLAS	9.568004371986411e-08	9.402943759424711e-06
CHANG, IMEI	TOPAZ	9.577781317186563e-08	9.403419544667814e-06
BULLDOZER/HENRY CAMP	SHE-HULK/JENNIFER WALTERS	9.578271954433362e-08	9.403895329910915e-06
GHAUR [DEVIANT]	QUEEN DIVINE JUSTICE/CHANTE GIOVANNI BROWN	9.622768677823282e-08	9.404371115154017e-06
CARGIL/JOANNA CARGIL	RANSOME, JENNIFER AMELIA	9.622768677823282e-08	9.40484690039712e-06
FANTASMA	HUDSON, HEATHER	9.634966411996108e-08	9.405322685640221e-06
HUDSON, HEATHER	PERUN	9.634966411996108e-08	9.405798470883324e-06
CARGIL/JOANNA CARGIL	POLARIS/LORNA DANE	9.648065443324232e-08	9.406274256126426e-06
ANT-MAN II/SCOTT HARRIS LANG	IRON FIST/DANIEL RAND	9.655226003875798e-08	9.406750041369527e-06
GYRICH, HENRY PETER	STERMAN, ANDREA ANDIE	9.684313827507517e-08	9.407225826612628e-06
FOREARM	POLARIS/LORNA DANE	9.760429798938445e-08	9.407701611855733e-06
JONES, HUGH	MOONDRAGON/HEATHER DOUGLAS	9.768029583330577e-08	9.408177397098834e-06
REPTYL	SUPER SKRULL/KL'RT	9.770089518374024e-08	9.408653182341935e-06
DARKSTAR/LAYNIA SERGEIEVNA PETROVNA	RAMPAGE/STUART CLARKE	9.770089518374024e-08	9.409128967585037e-06
DRUIG	ZURAS	9.783357813812626e-08	9.40960475282814e-06
ANGAR THE SCREAMER/DAVID ANGAR	KNOCKABOUT/	9.783357813812626e-08	9.41008053807124e-06
ANGAR THE SCREAMER/DAVID ANGAR	IVORY/	9.783357813812626e-08	9.410556323314342e-06
BUCKY II/FRED DAVIS	STRUCKER, ANDREA	9.783357813812626e-08	9.411032108557446e-06
IRON FIST H'YLTHRI IMPOSTER	MASTER KHAN/TYRONE KING	9.783357813812626e-08	9.411507893800547e-06
BAILEY, SARA GREY	GREY, ELAINE	9.783357813812626e-08	9.411983679043648e-06
STRUCKER, ANDREA	TOPSPIN/DARREN MITCHELL	9.783357813812626e-08	9.41245946428675e-06
GOLDFIRE/AMEIKO SABUKI	STRUCKER, ANDREA	9.783357813812626e-08	9.412935249529853e-06
ANGAR THE SCREAMER/DAVID ANGAR	VIOLENCE/	9.783357813812626e-08	9.413411034772954e-06
ANGAR THE SCREAMER/DAVID ANGAR	RAMROD II	9.783357813812626e-08	9.413886820016057e-06
BOX IV/MADISON JEFFRIES	CLARKE, GENERAL JEREMY	9.79365744007845e-08	9.41436260525916e-06
DR. DRUID/ANTHONY LUDGATE/ANTHONY DRUID	GORGILLA	9.79729970132406e-08	9.41483839050226e-06
DR. DOOM/VICTOR VON DOOM	RAHN, TAMARA	9.806770722007004e-08	9.415314175745363e-06
ALVAREZ, FELIX	MANDARIN	9.807421325004519e-08	9.415789960988464e-06
ROCKET RACER/ROBERT FARRELL	SILVER SABLE	9.807421325004519e-08	9.416265746231567e-06
HERCULES [GREEK GOD]	STELLARIS/LEAH PRINCESS	9.822758977493258e-08	9.41674153147467e-06
PROFESSOR X/CHARLES FRANCIS XAVIER 	VOLCANA/MARSHA ROSENBERG	9.823933368723975e-08	9.41721731671777e-06
LANG, DR. STEVEN	MARVEL GIRL/JEAN GREY SUMMERS	9.854691879131493e-08	9.417693101960873e-06
DR. DRUID/ANTHONY LUDGATE/ANTHONY DRUID	PSYLOCKE/ELISABETH BETSY BRADDOCK 	9.858945156215125e-08	9.418168887203976e-06
HAMMERHEAD	PUMA/THOMAS FIREHEART	9.869712738498903e-08	9.418644672447077e-06
MEGGAN	ROSS, COURTNEY	9.931848554601292e-08	9.419120457690178e-06
ANNIHILUS	HARKNESS, AGATHA	9.940900258268185e-08	9.419596242933282e-06
DEMOLITION MAN/DENNIS DUNPHY	MS. MARVEL II/SHARON VENTURA	9.940900258268185e-08	9.420072028176383e-06
SCARLET WITCH/WANDA MAXIMOFF	WARLOCK II/ADAM WARLOCK	9.955838526100452e-08	9.420547813419484e-06
FANDRAL [ASGARDIAN]	MEPHISTO	9.956242632076492e-08	9.421023598662587e-06
HOGUN [ASGARDIAN]	MEPHISTO	9.956242632076492e-08	9.42149938390569e-06
PICO	SHATTERSTAR II/GAVEEDRA SEVEN/BENJAMIN RUSSELL	9.975463386246805e-08	9.42197516914879e-06
SHATTERSTAR II/GAVEEDRA SEVEN/BENJAMIN RUSSELL	TYGERSTRYKE/	9.975463386246805e-08	9.422450954391893e-06
IRON MAN DOPPELGANGER	SCARLET WITCH/WANDA MAXIMOFF	9.977110064748074e-08	9.422926739634996e-06
ADORA	DORREK [SKRULL]	1.0019453048823353e-07	9.423402524878097e-06
CAT MAN/HORGAN	DRAGONFLY/VERONICA DULTRY	1.0019453048823353e-07	9.423878310121198e-06
EPOCH	QUAGMIRE	1.0019453048823353e-07	9.424354095364302e-06
BIRD MAN/HENRY HAWK	DRAGONFLY/VERONICA DULTRY	1.0019453048823353e-07	9.424829880607403e-06
EGO	THOR/DR. DONALD BLAKE/SIGURD JARLSON II/JAKE OLSON/LOREN OLSON 	1.0048756564671474e-07	9.425305665850504e-06
BULLSEYE II/BENJAMIN POINDEXTER	TYPHOID MARY/MARY MEZINIS/MARY WALKER/LYLA	1.0050062265857452e-07	9.425781451093607e-06
FERAL/MARIA CALLASANTOS	WILDSIDE	1.0054067772106129e-07	9.42625723633671e-06
FALCONA [INHUMAN]	TRITON	1.006540071980447e-07	9.42673302157981e-06
BEAST/HENRY &HANK& P. MCCOY 	PSYNAPSE	1.0070094820346126e-07	9.427208806822913e-06
BEAST/HENRY &HANK& P. MCCOY 	DONALDSON, LINDA	1.0070094820346126e-07	9.427684592066016e-06
BLACK WIDOW/NATASHA ROMANOVA	FREE SPIRIT/CATHY WEBSTER	1.0073350296170779e-07	9.428160377309117e-06
BLACK KING/SEBASTIAN SHAW	CALIBAN/	1.0094951659045074e-07	9.42863616255222e-06
CARGIL/JOANNA CARGIL	PROJECTOR/	1.0097393489140587e-07	9.42911194779532e-06
GUILOTINE	NETWORK NINA	1.0097393489140587e-07	9.429587733038423e-06
AMERICAN EAGLE III/JASON STRONGBOW	VANGUARD/NICOLAI KRYLENKO	1.0097393489140587e-07	9.430063518281526e-06
ARES [GREEK GOD]	HIPPOLYTA [GREEK GOD]	1.0097393489140587e-07	9.430539303524626e-06
DARK WIND/KENJI OYAMA	LADY DEATHSTRIKE/YURIKO OYAMA	1.0097393489140587e-07	9.43101508876773e-06
DREAMING CELESTIAL/TIAMUT [CELESTIAL]	REJECT/RAN-SAK [DEVIANT]	1.0097393489140587e-07	9.431490874010832e-06
HIPPOLYTA [GREEK GOD]	VENUS/APHRODITE/VICTORIA NUTLEY VICKI STARR	1.0097393489140587e-07	9.431966659253933e-06
ASTRA II	CARGIL/JOANNA CARGIL	1.0097393489140587e-07	9.432442444497034e-06
LEGION II/DAVID HALLER	SIRYN/THERESA ROURKE CASSIDY	1.0103735403732987e-07	9.432918229740136e-06
MASTERSON, KEVIN	SERVITOR	1.0111191933848106e-07	9.433394014983239e-06
PYRO/ALLERDYCE JOHNNY ST. JOHN	SUMMERS, MADELYNE MADDIE JENNIFER PRYOR	1.0155366368639122e-07	9.43386980022634e-06
STEELE, BOBBY	STONE, LT. MARCUS	1.0195327097606583e-07	9.434345585469443e-06
TRAINER, DR. SEWARD	YIN, ANGELA	1.0195327097606583e-07	9.434821370712545e-06
BOOMERANG/FRED MYERS	TALBOT, GLENN	1.0213401553501865e-07	9.435297155955646e-06
HARKNESS, AGATHA	IRON MAN/TONY STARK 	1.021469163753263e-07	9.435772941198749e-06
BEETLE/ABNER RONALD JENKINS	CITIZEN V/JOHN WATKINS	1.0216782697791483e-07	9.436248726441852e-06
BEETLE/ABNER RONALD JENKINS	DISCUS	1.0216782697791483e-07	9.436724511684953e-06
COMANCHE	WING, COLLEEN	1.0216782697791483e-07	9.437200296928054e-06
SILVER DAGGER/ISAIAH CURWEN	WONG	1.022077526170204e-07	9.437676082171158e-06
FALCON/SAM WILSON	FREE SPIRIT/CATHY WEBSTER	1.022077526170204e-07	9.438151867414259e-06
REESE, MURRAY	WOLVERINE/LOGAN 	1.0228165973469676e-07	9.43862765265736e-06
RUIZ, RIGGER	STEELE, MARCY MASTERSON	1.0242299332147123e-07	9.439103437900463e-06
GEIRRODUR	VOLSTAGG	1.0257720164148839e-07	9.439579223143565e-06
CRYSTAL [INHUMAN]	QUASAR III/WENDELL VAUGHAN	1.026393367564924e-07	9.440055008386666e-06
CALIBAN/	HURRICANE III	1.0278643566057559e-07	9.440530793629769e-06
GLADIATOR/MELVIN POTTER	GLENN, HEATHER	1.0300359213116193e-07	9.441006578872872e-06
GALACTUS/GALAN	PHARAOH RAMA-TUT	1.032634810611596e-07	9.441482364115972e-06
DUGAN, TIMOTHY ALOYISIOUS DUM DUM	REDWING	1.0348892668958567e-07	9.441958149359075e-06
CLEA	DOLLAR BILL	1.0350372647085267e-07	9.442433934602176e-06
CUTTHROAT/DANIEL LEIGHTON	VIPER II	1.035943756820342e-07	9.442909719845279e-06
ANGEL/WARREN KENNETH WORTHINGTON III 	SAURON/DR. KARL LYKOS	1.0368201191109433e-07	9.443385505088381e-06
ONSLAUGHT II	X-MAN/NATHAN GREY 	1.0374908188397573e-07	9.443861290331482e-06
MUGGINS, MAMIE	OSBORN, LIZ ALLAN	1.0418192909186224e-07	9.444337075574585e-06
IRON MAN V/TEEN TONY STARK	JOSEPH	1.041883831821852e-07	9.444812860817686e-06
LIVING TRIBUNAL	WARLOCK II/ADAM WARLOCK	1.0426657988673419e-07	9.445288646060789e-06
FORGOTTEN ONE/GILGAMESH [ETERNAL]	HOLDEN, DR. SAMUEL	1.0434247106104031e-07	9.44576443130389e-06
CORSI, TOM	MACTAGGERT, MOIRA KINROSS	1.0434464925853702e-07	9.446240216546992e-06
HALLER, GABRIELLE	MACTAGGERT, MOIRA KINROSS	1.0434464925853702e-07	9.446716001790095e-06
DR. DOOM/VICTOR VON DOOM	THANOS	1.04356479829893e-07	9.447191787033196e-06
FANDRAL [ASGARDIAN]	GEIRRODUR	1.0436115297438382e-07	9.447667572276299e-06
CORSI, TOM	HUNTER, STEVIE	1.0466934039296418e-07	9.448143357519401e-06
GLADIATOR II	SIKORSKY	1.0466934039296418e-07	9.448619142762502e-06
EVERWRAITH/	SUNFIRE/SHIRO YOSHIDA	1.0482690338089861e-07	9.449094928005605e-06
LIVING LIGHTNING/MIGUEL SANTOS	PELE/MICHI SASAKI	1.0482690338089861e-07	9.449570713248708e-06
FAWN, FELICIA	LIVING LIGHTNING/MIGUEL SANTOS	1.0482690338089861e-07	9.450046498491809e-06
ARAKI II	LIVING LIGHTNING/MIGUEL SANTOS	1.0482690338089861e-07	9.45052228373491e-06
SUNFIRE/SHIRO YOSHIDA	TALISMAN	1.0482690338089861e-07	9.450998068978014e-06
CYBERTOOTH/YEN HSIEH	LIVING LIGHTNING/MIGUEL SANTOS	1.0482690338089861e-07	9.451473854221115e-06
SUNFIRE/SHIRO YOSHIDA	TAKACHIHO, MRS.	1.0482690338089861e-07	9.451949639464216e-06
OSHIMA	SUNFIRE/SHIRO YOSHIDA	1.0482690338089861e-07	9.452425424707318e-06
LIVING LIGHTNING/MIGUEL SANTOS	VISION DOPPELGANGER II	1.0482690338089861e-07	9.452901209950421e-06
LAMBERT, WILSON	LIVING LIGHTNING/MIGUEL SANTOS	1.0482690338089861e-07	9.453376995193522e-06
BIG ONE/KENJIRO SASAKI	LIVING LIGHTNING/MIGUEL SANTOS	1.0482690338089861e-07	9.453852780436625e-06
SCORPIO IV	SUNFIRE/SHIRO YOSHIDA	1.0482690338089861e-07	9.454328565679727e-06
IREZUMI/	LIVING LIGHTNING/MIGUEL SANTOS	1.0482690338089861e-07	9.454804350922828e-06
BUCKY/BUCKY BARNES	THIN MAN/BRUCE DICKSON	1.0489976326201329e-07	9.455280136165931e-06
NOVA/RICHARD RIDER	SAYGE	1.0500125693633659e-07	9.455755921409032e-06
LEE, STAN	THOMAS, ROY	1.0511981737733e-07	9.456231706652135e-06
MAXIMOFF, DJANGO	MODRED THE MYSTIC	1.0511981737733e-07	9.456707491895236e-06
MASTER PROGRAMMER	STUNNER/ANGELINA BRANCALE	1.0511981737733e-07	9.457183277138338e-06
KANNOR, ORLANDO	STUNNER/ANGELINA BRANCALE	1.0511981737733e-07	9.457659062381441e-06
STUNNER/ANGELINA BRANCALE	TSO, JASON	1.0511981737733e-07	9.458134847624542e-06
FIREWALL/THEARY/MIN LI NG	WATER WIZARD/PETE	1.0511981737733e-07	9.458610632867645e-06
KARMA/XI'AN COY MANH	MACTAGGERT, MOIRA KINROSS	1.0535063812340343e-07	9.459086418110746e-06
PROWLER/HOBIE BROWN	WATSON-PARKER, MARY JANE	1.0540964954021989e-07	9.459562203353848e-06
CYBER	HURRICANE III	1.0549406226780576e-07	9.460037988596951e-06
AQUARIUS/DARREN BENTLEY	GUARDSMAN/KEVIN O'BRIAN	1.0549406226780576e-07	9.460513773840052e-06
DOMO	SPRITE	1.0549406226780576e-07	9.460989559083155e-06
MINERVA [KREE]	ULTIMUS	1.0549406226780576e-07	9.461465344326257e-06
RETREAD	ROCKET RACCOON	1.0549406226780576e-07	9.461941129569358e-06
MAGDALENE/MARISSA DARROW	MORDRED THE EVIL	1.0549406226780576e-07	9.46241691481246e-06
MR. JUSTICE/TIMOTHY CARNEY	POSITRON/RONNIE	1.0549406226780576e-07	9.462892700055564e-06
ACHILLES II/HELMUT	PROMETHEUS II	1.0549406226780576e-07	9.463368485298664e-06
BALDWIN, MADELYNE MADDIE NAYLOR	TURBO II (A)/MICHIKO MUSASHI	1.0602465732660391e-07	9.463844270541765e-06
CANTOR, VERA	SOUTHERN, CANDY	1.0602465732660391e-07	9.464320055784868e-06
BEAST/HENRY &HANK& P. MCCOY 	THUNDERBIRD III/NEAL SHAARA	1.0608627856380418e-07	9.46479584102797e-06
FIRESTAR/ANGELICA JONES 	HITCHUCK, KELLY	1.0609458957421213e-07	9.465271626271072e-06
SKIN, NYLA	URICH, BEN	1.0609458957421213e-07	9.465747411514174e-06
DR. OCTOPUS/OTTO OCTAVIUS	MAGNETO/MAGNUS/ERIC LENSHERR	1.0618644641279228e-07	9.466223196757277e-06
BRIDGE, GEORGE WASHINGTON G.W.	SIRYN/THERESA ROURKE CASSIDY	1.0620588643196044e-07	9.466698982000378e-06
BLACK WIDOW/NATASHA ROMANOVA	BLAKE, BECKY	1.0626536054430695e-07	9.46717476724348e-06
MYSTIQUE/RAVEN DARKHOLME/MALLORY BRICKMAN/B. BYRON BIGGS/RONNIE	WOLFSBANE/RAHNE SINCLAIR	1.0646912993448737e-07	9.467650552486583e-06
EPOCH	THUNDERSTRIKE/ERIC KEVIN MASTERSON	1.0668659259260414e-07	9.468126337729684e-06
MARILLA [INHUMAN]	THUNDERSTRIKE/ERIC KEVIN MASTERSON	1.0668659259260414e-07	9.468602122972785e-06
KATH	STORM/ORORO MUNROE Subscribe!	1.070316926212108e-07	9.469077908215888e-06
HULK DOPPELGANGER II	STORM/ORORO MUNROE Subscribe!	1.070316926212108e-07	9.46955369345899e-06
HEALER	STORM/ORORO MUNROE Subscribe!	1.070316926212108e-07	9.470029478702092e-06
COCKRUM, DAVE	STORM/ORORO MUNROE Subscribe!	1.070316926212108e-07	9.470505263945194e-06
ENTITY	STORM/ORORO MUNROE Subscribe!	1.070316926212108e-07	9.470981049188297e-06
NEOPHYTE/	STORM/ORORO MUNROE Subscribe!	1.070316926212108e-07	9.471456834431398e-06
MELLENCAMP	STORM/ORORO MUNROE Subscribe!	1.070316926212108e-07	9.4719326196745e-06
STORM/ORORO MUNROE Subscribe!	VINDALOO/	1.070316926212108e-07	9.472408404917602e-06
FERRO2	SHADOWCAT/KATHERINE KITTY PRYDE 	1.0726246977150043e-07	9.472884190160704e-06
RINGTOSS	SHADOWCAT/KATHERINE KITTY PRYDE 	1.0726246977150043e-07	9.473359975403807e-06
SHADOWCAT/KATHERINE KITTY PRYDE 	WAXWORK	1.0726246977150043e-07	9.473835760646908e-06
CHINA DOLL	SHADOWCAT/KATHERINE KITTY PRYDE 	1.0726246977150043e-07	9.47431154589001e-06
BODYBAG	SHADOWCAT/KATHERINE KITTY PRYDE 	1.0726246977150043e-07	9.474787331133113e-06
SCATTERBRAIN	SHADOWCAT/KATHERINE KITTY PRYDE 	1.0726246977150043e-07	9.475263116376214e-06
SHADOWCAT/KATHERINE KITTY PRYDE 	THUG	1.0726246977150043e-07	9.475738901619315e-06
ANT-MAN/DR. HENRY J. PYM	LIBRA/GUSTAV BRANDT	1.0727323796860918e-07	9.47621468686242e-06
THOMPSON, EUGENE FLASH	WALTERS, BILLY	1.0731998846224668e-07	9.47669047210552e-06
STARHAWK II/ALETA OGORD	YONDU/YONDU UDONTA	1.0755151591456926e-07	9.477166257348621e-06
